system:index,date,rainfall_mm,.geo
20150506100000,2015-05-06,0.5562792114393351,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506103000,2015-05-06,0.7786422075869522,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506110000,2015-05-06,0.5121675299938904,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506113000,2015-05-06,0.2797975497343048,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506120000,2015-05-06,0.20378358949879488,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506123000,2015-05-06,0.1460418811071189,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506130000,2015-05-06,0.017520069418699324,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506133000,2015-05-06,8.656195268997137E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506140000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506143000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506150000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506153000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506160000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506163000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506170000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506173000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506180000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506183000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506190000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506193000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506200000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506203000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506210000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506213000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506220000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506223000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506230000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150506233000,2015-05-06,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507000000,2015-05-07,0.0022251307574242193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507003000,2015-05-07,0.002712041824197893,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507010000,2015-05-07,0.0038499126116538743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507013000,2015-05-07,0.0038132633571797427,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507020000,2015-05-07,0.021666665849183236,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507023000,2015-05-07,0.013848166981383664,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150507030000,2015-05-07,0.006713786768689619,"{""type"":""MultiPoint"",""coordinates"":[]}"
